fid,DOI,저자,연도,제목,데이터베이스,검토자1,검토자2,마지막검토일,중복여부,포함여부,배제사유키워드,배제사유내용,다음단계여부
429,10.3389/fenvs.2022.977084,"Li, X.|Li, Y.|Di, S.|Niu, Y.|Zhang, C.",2022,Evapotranspiration and land surface temperature of typical urban green spaces in a semi-humid region: Implications for green management,Scopus,,,,N,Y,N/A,N/A,진행
430,10.3390/rs14163935,"Gourfi, A.|Taibi, A.N.|Salhi, S.|Hannani, M.E.|Boujrouf, S.",2022,"The Surface Urban Heat Island and Key Mitigation Factors in Arid Climate Cities, Case of Marrakesh, Morocco",Scopus,,,,N,Y,N/A,N/A,진행
431,10.3390/rs14164047,"Karunaratne, S.|Athukorala, D.|Murayama, Y.|Morimoto, T.",2022,"Assessing Surface Urban Heat Island Related to Land Use/Land Cover Composition and Pattern in the Temperate Mountain Valley City of Kathmandu, Nepal",Scopus,,,,N,Y,N/A,N/A,진행
432,10.1016/j.scs.2022.103992,"Shen, C.|Hou, H.|Zheng, Y.|Murayama, Y.|Wang, R.|Hu, T.",2022,Prediction of the future urban heat island intensity and distribution based on landscape composition and configuration: A case study in Hangzhou,Scopus,,,,N,Y,N/A,N/A,진행
433,10.1016/j.scs.2022.103993,"Kandelan, S.N.|Yeganeh, M.|Peyman, S.|Panchabikesan, K.|Eicker, U.",2022,Environmental study on greenery planning scenarios to improve the air quality in urban canyons,Scopus,,,,N,N,결과변수-대기질(AQI/PM2.5),도시 가로협곡과 녹지 구성은 맞지만 결과가 AQI/PM2.5 중심으로 열환경 지표(지표온도·열섬·보행자 열쾌적성 등)를 다루지 않아 제외,배제
434,10.1016/j.scs.2022.103964,"Mokhtari, Z.|Barghjelveh, S.|Sayahnia, R.|Karami, P.|Qureshi, S.|Russo, A.",2022,Spatial pattern of the green heat sink using patch- and network-based analysis: Implication for urban temperature alleviation,Scopus,,,,N,Y,N/A,N/A,진행
435,10.1016/j.scs.2022.103965,"Zhang, H.|Zhao, X.|Kang, M.-Y.|Han, J.-J.",2022,Contrasting changes in fine-scale land use structure and summertime thermal environment in downtown Shanghai,Scopus,,,,N,Y,N/A,N/A,진행
436,10.1016/j.scs.2022.103955,"Lu, Y.|Yue, W.|He, T.|Shan, Z.",2022,Urban form centrality and thermal environment: An empirical study of Chinese megacities,Scopus,,,,N,N,녹지형태변수부재,도시를 대상으로 지표면온도를 분석하지만 주제 변수가 도시형태 중심성으로 녹지 형태 또는 구성 변수를 측정하지 않아 제외,배제
437,10.1016/j.cities.2022.103740,"Lo, A.Y.|Jim, C.Y.|Cheung, P.K.|Wong, G.K.L.|Cheung, L.T.O.",2022,Space poverty driving heat stress vulnerability and the adaptive strategy of visiting urban parks,Scopus,,,,N,N,녹지형태변수·열환경지표 없음,도시(홍콩) 대상이나 공원 이용행동·취약성/건강을 중심으로 하며 녹지의 형태/구성 변수나 도시 온열환경 지표(LST·PET 등)를 측정·분석하지 않아 결과변수가 열환경이 아님,배제
438,10.1016/j.cities.2022.103737,"Shi, Y.|Zhao, S.",2022,Discover the desirable landscape structure for mitigating urban heat: The urban-rural gradient approach for an ancient Chinese city,Scopus,,,,N,Y,N/A,N/A,진행
439,10.3390/f13071086,"Zhang, X.|Lei, Y.|Li, R.|Ackerman, A.|Guo, N.|Li, Y.|Yang, Q.|Liu, Y.",2022,Research on Thermal Comfort of Underside of Street Tree Based on LiDAR Point Cloud Model,Scopus,,,,N,Y,N/A,N/A,진행
440,10.3390/f13071101,"Yosef, R.|Rakholia, S.|Mehta, A.|Bhatt, A.|Kumbhojkar, S.",2022,"Land Surface Temperature Regulation Ecosystem Service: A Case Study of Jaipur, India, and the Urban Island of Jhalana Reserve Forest",Scopus,,,,N,Y,N/A,N/A,진행
441,10.1016/j.scitotenv.2022.154006,"Chen, D.|Zhang, F.|Zhang, M.|Meng, Q.|Jim, C.Y.|Shi, J.|Tan, M.L.|Ma, X.",2022,Landscape and vegetation traits of urban green space can predict local surface temperature,Scopus,,,,N,Y,N/A,N/A,진행
442,10.1016/j.scitotenv.2022.153728,"Dos Santos, T.C.|Dominutti, P.|Pedrosa, G.S.|Coelho, M.S.|Nogueira, T.|Borbon, A.|Souza, S.R.|Fornaro, A.",2022,"Isoprene in urban Atlantic forests: Variability, origin, and implications on the air quality of a subtropical megacity",Scopus,,,,N,N,"""열환경 지표 부재; BVOC 중심""","""도시지역을 다루지만 주제는 이소프렌(BVOC) 농도와 기원 및 대기질 영향으로, 녹지 형태/구성 변수가 핵심 노출이 아니며 결과변수도 오존·SOA 등으로 열환경 지표(지표온도, 열섬강도, 열쾌적성)를 포함하지 않아 제외함""",배제
443,10.3390/s22114168,"Zaitunah, A.|Samsuri, S.|Silitonga, A.F.|Syaufina, L.",2022,Urban Greening Effect on Land Surface Temperature,Scopus,,,,N,Y,N/A,N/A,진행
444,10.3390/su14116861,"Beier, M.|Gerstendörfer, J.|Mendzigall, K.|Pavlik, D.|Trute, P.|von Tils, R.",2022,Climate Impact and Model Approaches of Blue-Green Infrastructure Measures for Neighborhood Planning,Scopus,,,,N,Y,N/A,N/A,진행
445,10.1016/j.landusepol.2022.106111,"Eggimann, S.",2022,Expanding urban green space with superblocks,Scopus,,,,N,N,온열지표없음,도시지역과 녹지 공간을 분석하지만 도시 온열환경 지표는 다루지 않아 포함 기준에 부합하지 않음,배제
446,10.1007/s11356-022-18838-3,"Ma, X.|Peng, S.",2022,Research on the spatiotemporal coupling relationships between land use/land cover compositions or patterns and the surface urban heat island effect,Scopus,,,,N,Y,N/A,N/A,진행
447,10.1016/j.scitotenv.2022.153648,"Reyhani, M.|Santolini, E.|Torreggiani, D.|Tassinari, P.",2022,Assessing the environmental performance of plastic-based and felt-based green wall systems in a life-cycle perspective,Scopus,,,,N,N,도시온열지표없음·LCA중심,그린월 시스템의 전과정평가로 내재에너지·온실가스 등 환경발자국을 비교함; 도시 열섬강도·지표온도·보행자 열쾌적성 등 도시 온열환경 지표를 측정·모델링하지 않음; 특정 도시 현장 기반 연구도 아님; 포함 기준 불충족,배제
448,10.3390/buildings12050537,"Kolokotsa, D.|Lilli, K.|Gobakis, K.|Mavrigiannaki, A.|Haddad, S.|Garshasbi, S.|Mohajer, H.R.H.|Paolini, R.|Vasilakopoulou, K.|Bartesaghi Koc, C.|Prasad, D.|Santamouris, M.",2022,Analyzing the Impact of Urban Planning and Building Typologies in Urban Heat Island Mitigation,Scopus,,,,N,N,녹지 변수 아님,"도시 지역을 대상으로 온열지표(기온·지표온도 등)를 분석하지만 연구 주제가 건물·가로 형태(건물높이, 도로폭, 종횡비, 건폐/용적 관련 지표 등) 중심이며 녹지 형태·구성 변수를 직접 다루지 않아 제외합니다.",배제
449,10.1016/j.scs.2022.103795,"Zhou, L.|Hu, F.|Wang, B.|Wei, C.|Sun, D.|Wang, S.",2022,Relationship between urban landscape structure and land surface temperature: Spatial hierarchy and interaction effects,Scopus,,,,N,Y,N/A,N/A,진행
450,10.1016/j.scs.2022.103798,"Li, X.|Stringer, L.C.|Dallimer, M.",2022,The role of blue green infrastructure in the urban thermal environment across seasons and local climate zones in East Africa,Scopus,,,,N,Y,N/A,N/A,진행
451,10.1016/j.enbuild.2022.111962,"Rouhollahi, M.|Whaley, D.|Byrne, J.|Boland, J.",2022,Potential residential tree arrangement to optimise dwelling energy efficiency,Scopus,,,,N,N,결과변수-건물에너지/도시온열지표부재,도시 맥락에서 녹지 구성 변수(수종·수량·거리)는 다루지만 결과가 냉난방 에너지 절감 등 건물 에너지 효율에 집중되어 있으며 LST·UHI·보행자 열쾌적성 등 도시 온열환경 지표를 직접 평가·보고하지 않아 제외,배제
452,10.1016/j.watres.2022.118109,"Moravej, M.|Renouf, M.A.|Kenway, S.|Urich, C.",2022,What roles do architectural design and on-site water servicing technologies play in the water performance of residential infill?,Scopus,,,,N,N,녹지변수·온열지표부재,도시지역 연구이나 주제가 건축설계·현장 물서비스 기술의 수문성능(유출·수입수·증발산·침투) 평가에 국한되며 녹지 형태/구성 변수를 다루지 않고 도시 온열환경 지표를 결과로 보고하지 않음,배제
453,10.3390/su14073906,"Duan, Y.|Li, S.",2022,Study of Different Vegetation Types in Green Space Landscape Preference: Comparison of Environmental Perception in Winter and Summer,Scopus,,,,N,N,결과변수-선호도·지각 및 열환경지표 부재·도시여부 불명,경관 및 활동 선호를 계절별로 비교한 인지 연구로 열환경 지표(PET UTCI LST UHI 등)나 보행자 열쾌적성의 정량적 결과를 다루지 않음 또한 도시 지역 대상인지 명확하지 않음 따라서 포함 기준에 부합하지 않음,배제
454,10.1016/j.scs.2022.103725,"Huang, J.|Wang, Y.",2022,Cooling intensity of hybrid landscapes in a metropolitan area: Relative contribution and marginal effect,Scopus,,,,N,Y,N/A,N/A,진행
455,10.1016/j.agrformet.2022.108850,"Cai, Y.|Li, C.|Ye, L.|Xiao, L.|Gao, X.|Mo, L.|Du, H.|Zhou, Y.|Zhou, G.",2022,Effect of the roadside tree canopy structure and the surrounding on the daytime urban air temperature in summer,Scopus,,,,N,Y,N/A,N/A,진행
456,10.1016/j.scs.2022.103715,"Chen, H.|Deng, Q.|Zhou, Z.|Ren, Z.|Shan, X.",2022,Influence of land cover change on spatio-temporal distribution of urban heat island —a case in Wuhan main urban area,Scopus,,,,N,Y,N/A,N/A,진행
457,10.1016/j.scs.2022.103681,"Ruiz, M.A.|Colli, M.F.|Martínez, C.F.|Correa, E.N.",2022,"Park cool island and built environment. A ten-year evaluation in Parque Central, Mendoza-Argentina",Scopus,,,,N,Y,N/A,N/A,진행
458,10.1007/s10708-020-10312-2,"Siddique, G.|Roy, A.|Mandal, M.H.|Ghosh, S.|Basak, A.|Singh, M.|Mukherjee, N.",2022,"An assessment on the changing status of urban green space in Asansol city, West Bengal",Scopus,,,,N,Y,N/A,N/A,진행
459,10.31548/forest.13(1).2022.58-71,"Strashok, O.|Kolesnichenko, O.|Kalbarczyk, R.|Ziemiańska, M.|Bidolakh, D.|Strashok, V.",2022,Assessment of Model Grass Plots of the City of Kyiv in Eco-Conditions of Anthropogenic Load,Scopus,,,,N,Y,N/A,N/A,진행
460,10.3390/land11030317,"Gulshad, K.|Wang, Y.|Li, N.|Wang, J.|Yu, Q.",2022,"Likelihood of Transformation to Green Infrastructure Using Ensemble Machine Learning Techniques in Jinan, China",Scopus,,,,N,N,결과변수-열환경아님,도시지역과 녹지 주제이지만 결과변수는 녹지 전환 가능성으로 LST 등은 설명변수일 뿐이며 도시 온열환경 지표를 결과로 다루지 않아 제외,배제
461,10.3390/ijerph19052949,"Wang, T.|Tu, H.|Min, B.|Li, Z.|Li, X.|You, Q.",2022,The Mitigation Effect of Park Landscape on Thermal Environment in Shanghai City Based on Remote Sensing Retrieval Method,Scopus,,,,N,Y,N/A,N/A,진행
462,10.1016/j.jag.2021.102674,"Liu, K.|Li, X.|Wang, S.|Gao, X.",2022,"Assessing the effects of urban green landscape on urban thermal environment dynamic in a semiarid city by integrated use of airborne data, satellite imagery and land surface model",Scopus,,,,N,Y,N/A,N/A,진행
463,10.3390/rs14030561,"Cotlier, G.I.|Jiménez, J.C.",2022,The Extreme Heat Wave over Western North America in 2021: An Assessment by Means of Land Surface Temperature,Scopus,,,,N,N,녹지변수비중부족,도시에서 LST와 SUHI를 평가하는 연구로 결과변수는 적합하나 녹지 형태와 구성 변수를 주된 독립변수로 정량 분석하지 않았으며 열파 시 LST와 SUHI 평가와 클러스터 분석이 중심이고 녹지 관련 내용은 정성적 언급 수준임,배제
464,10.1016/j.landusepol.2021.105874,"Arshad, S.|Ahmad, S.R.|Abbas, S.|Asharf, A.|Siddiqui, N.A.|Islam, Z.U.",2022,Quantifying the contribution of diminishing green spaces and urban sprawl to urban heat island effect in a rapidly urbanizing metropolitan city of Pakistan,Scopus,,,,N,Y,N/A,N/A,진행
465,10.1016/j.scitotenv.2021.149735,"Shen, Z.|Xu, X.|Xu, S.|Sun, D.",2022,A comparative study of land development patterns and regional thermal environments (RTEs) in typical urban agglomerations of China and America: A case study of Beijing-Tianjin-Hebei (BTH) and Boswash,Scopus,,,,N,N,녹지변수 부재,도시권과 LST 등 온열지표를 다루지만 노출변수가 불투수면 구성·개발강도 중심으로 녹지 형태/구성 변수를 분석하지 않아 포함 기준에 부합하지 않음.,배제
466,10.1504/ijesd.2022.126078,"Sedláček, J.|Hais, M.|Pouchová, K.",2022,Green and blue infrastructure: means of reducing surface temperatures in the urban environment,Scopus,,,,N,Y,N/A,N/A,진행
467,10.15201/hungeobull.71.3.3,"Kolcsár, R.A.|Csete, Á.K.|Kovacs-Györi, A.|Szilassi, P.",2022,"Age-group-based evaluation of residents’ urban green space provision: Szeged, Hungary. A case study",Scopus,,,,N,N,열환경 지표 없음,도시지역과 녹지를 다루지만 결과가 UGS 접근성/공급·연령 분포 평가에 국한되며 지표온도·열섬강도·보행자 열쾌적성 등 열환경 지표를 측정하지 않음,배제
468,10.5751/ES-13303-270320,"Treglia, M.L.|McPhearson, T.|Sanderson, E.W.|Yetman, G.|Maxwell, E.N.",2022,"Examining the distribution of green roofs in New York City through a lens of social, ecological, and technological filters",Scopus,,,,N,N,도시O;녹지형태O;열환경지표없음,도시지역에서 그린루프 분포를 다루지만 도시 열환경 지표를 결과변수로 분석하지 않아 제외,배제
469,10.24057/2071-9388-2021-005,"Jabbar, М.|Yusoff, M.M.",2022,ASSESSING THE SPATIOTEMPORAL URBAN GREEN COVER CHANGES AND THEIR IMPACT ON LAND SURFACE TEMPERATURE AND URBAN HEAT ISLAND IN LAHORE (PAKISTAN) RESEARCH PAPER,Scopus,,,,N,Y,N/A,N/A,진행
470,10.7780/kjrs.2022.38.1.10,"Hanif, A.|Nasar-U-Minallah, M.|Zia, S.|Ashraf, I.",2022,"Mapping and Analyzing the Park Cooling Intensity in Mitigation of Urban Heat Island Effect in Lahore, Pakistan",Scopus,,,,N,Y,N/A,N/A,진행
471,10.1016/j.crsust.2022.100146,"Bekele, N.K.|Hailu, B.T.|Suryabhagavan, K.V.",2022,"Spatial patterns of urban blue-green landscapes on land surface temperature: A case of Addis Ababa, Ethiopia",Scopus,,,,N,Y,N/A,N/A,진행
472,10.1016/j.ufug.2021.127440,"von Dohren, P.|Haase, D.",2022,"Geospatial assessment of urban ecosystem disservices: An example of poisonous urban trees in Berlin, Germany",Scopus,,,,N,N,열환경지표미포함,도시 대상이며 주제는 도시 수목이지만 결과는 독성 수목의 공간분포와 취약집단 노출위험 평가로서 지표온도 열섬강도 보행자 열쾌적성 등 도시 온열환경 지표를 다루지 않음,배제
473,10.1080/13549839.2021.2005007,"Burbidge, M.|Smith Larsen, T.|Feder, S.|Yan, S.",2022,"Don’t blame it on the sunshine! An exploration of the spatial distribution of heat injustice across districts in Antwerp, Belgium",Scopus,,,,N,Y,N/A,N/A,진행
474,10.1016/j.enbuild.2021.111564,"Bartesaghi Koc, C.|Osmond, P.|PETERS, A.",2022,Innovative use of spatial regression models to predict the effects of green infrastructure on land surface temperatures,Scopus,,,,N,Y,N/A,N/A,진행
475,10.1016/j.scs.2021.103376,"McConnell, K.|Braneon, C.V.|Glenn, E.|Stamler, N.|Mallen, E.|Johnson, D.P.|Pandya, R.|Abramowitz, J.|Fernandez, G.|Rosenzweig, C.",2022,"A quasi-experimental approach for evaluating the heat mitigation effects of green roofs in Chicago, Illinois",Scopus,,,,N,Y,N/A,N/A,진행
476,10.1016/j.jag.2021.102610,"Wang, X.|Meng, Q.|Zhang, L.|Hu, D.",2021,Evaluation of urban green space in terms of thermal environmental benefits using geographical detector analysis,Scopus,,,,N,Y,N/A,N/A,진행
477,10.1134/S0001433821120197,"Shinkarenko, S.S.|Kosheleva, O.Y.|Gordienko, O.A.|Dubacheva, A.A.|Omarov, R.S.",2021,The Relationship between the Seasonal Dynamics of Surface Temperature and NDVI in Urbanized Areas of an Arid Zone. The Case of the Volgograd Agglomeration,Scopus,,,,N,Y,N/A,N/A,진행
478,10.3390/rs13245114,"Yang, L.|Yu, K.|Ai, J.|Liu, Y.|Lin, L.|Lin, L.|Liu, J.",2021,"The influence of green space patterns on land surface temperature in different seasons: A case study of fuzhou city, china",Scopus,,,,N,Y,N/A,N/A,진행
479,10.3390/ijerph182413088,"You, M.|Lai, R.|Lin, J.|Zhu, Z.",2021,"Quantitative analysis of a spatial distribution and driving factors of the urban heat island effect: A case study of Fuzhou Central Area, China",Scopus,,,,N,Y,N/A,N/A,진행
480,10.1016/j.ufug.2021.127403,"Moody, R.|Geron, N.|Healy, M.|Rogan, J.|Martin, D.",2021,"Modeling the spatial distribution of the current and future ecosystem services of urban tree planting in Chicopee and Fall River, Massachusetts",Scopus,,,,N,N,결과변수_온열지표_아님,도시지역과 녹지(도시 가로수) 식재를 다루지만 결과는 에너지 절감·생태계서비스 가치 평가로 한정되어 지표온도·열섬강도·보행자 열쾌적 등 도시 온열환경 지표를 직접 분석하지 않아 제외,배제
481,10.1016/j.ufug.2021.127393,"Qin, H.|Cheng, X.|Han, G.|Wang, Y.|Deng, J.|Yang, Y.",2021,"How thermal conditions affect the spatial-temporal distribution of visitors in urban parks: A case study in Chongqing, China",Scopus,,,,N,N,녹지구성변수부재;결과변수행동,도시공원에서 PET와 방문객 분포의 상관을 분석했으나 녹지 형태/구성 변수(수목피복·배치 등)를 다루지 않고 주된 결과변수도 방문객 분포(행동지표)이며 PET는 설명변수로 사용됨.,배제
482,10.1016/j.uclim.2021.101002,"Chakraborty, S.|Pramanik, S.|Follmann, A.|Giri, B.|Mondal, B.|Patel, P.P.|Maity, I.|Das, J.|Punia, M.|Sahana, M.",2021,Dominant urban form and its relation to nighttime land surface temperature in the rapidly urbanizing National Capital Region of India,Scopus,,,,N,Y,N/A,N/A,진행
483,10.1016/j.scitotenv.2021.149313,"Rafael, S.|Correia, L.P.|Ascenso, A.|Augusto, B.|Lopes, D.|Isabel Miranda, A.I.",2021,Are green roofs the path to clean air and low carbon cities?,Scopus,,,,N,Y,N/A,N/A,진행
484,10.1016/j.retrec.2021.101106,"Le Pira, M.|Marcucci, E.|Gatta, V.",2021,Roman holiday: Tourist heterogeneous preferences for walking path elements,Scopus,,,,N,N,녹지구성 비주제; 열지표 아님; 보행선호 연구,도시(로마) 대상이지만 초점은 관광객의 보행경로 선호·만족도이며 녹지·열쾌적성은 일부 속성일 뿐; 녹지 형태/구성 변수를 체계적으로 다루지 않고 결과도 도시 온열환경 지표가 아니다.,배제
485,10.3390/rs13224703,"Amani-Beni, M.|Zhang, B.|Xie, G.-D.|Odgaard, A.J.",2021,Impacts of the microclimate of a large urban park on its surrounding built environment in the summertime,Scopus,,,,N,Y,N/A,N/A,진행
486,10.3390/rs13224601,"Yan, L.|Jia, W.|Zhao, S.",2021,"The cooling effect of urban green spaces in metacities: A case study of Beijing, China’s capital",Scopus,,,,N,Y,N/A,N/A,진행
487,10.3390/ijerph182211917,"Jiang, Y.|Huang, J.|Shi, T.|Li, X.",2021,Cooling island effect of blue-green corridors: Quantitative comparison of morphological impacts,Scopus,,,,N,Y,N/A,N/A,진행
